codigo_contrato,data_venda,codigo_produto,valor_monetario,quantidade,codigo_vendedor,codigo_cliente
2846781,2022-12-27,1560200,74,5,529,797755
2846784,2022-12-27,1048800,567,3,585,818313
2846784,2022-12-27,2036100,25.3,3,585,818313
2846795,2022-12-27,1125900,184.8,1,640,624947
2846801,2022-12-27,889300,466,2,643,818317
2846808,2022-12-27,2719300,399,3,590,555487
2846822,2022-12-27,645400,240,10,640,3923
2846823,2022-12-27,1550500,88.8,1,624,132118
2846823,2022-12-27,2963100,21.8,2,624,132118
2846824,2022-12-27,2681800,84,6,537,216974
2846838,2022-12-27,1669700,67.49,1,643,742265
2846842,2022-12-27,1212900,39,2,644,659670
2846842,2022-12-27,2963100,10.9,2,644,659670
2846858,2022-12-27,2849700,65.55,3,537,818327
2846864,2022-12-27,560200,48.4,22,543,16675
2846864,2022-12-27,589800,11.6,2,543,16675
2846864,2022-12-27,743700,9.9,3,543,16675
2846864,2022-12-27,745500,2,1,543,16675
2846864,2022-12-27,2313300,232.9,2,543,16675
2846867,2022-12-27,2710300,279.6,2,498,39054
2846879,2022-12-27,1066700,72.1,3,559,821906
2846880,2022-12-27,2944702,1075.4,3,624,818331
2846885,2022-12-27,2367100,137.4,6,498,276649
2846891,2022-12-27,2681800,13.3,3,643,818332
2846896,2022-12-27,267500,78,1,608,642400
2846896,2022-12-27,723000,9.8,2,608,642400
2846897,2022-12-27,2740400,741,3,632,640516
2846914,2022-12-27,2969900,52,1,644,818334
2846917,2022-12-27,2995801,37,1,549,622958
2846937,2022-12-27,2388200,466,2,528,818336
2846938,2022-12-27,817500,91.8,9,668,802600
2846947,2022-12-27,420900,12,30,524,591402
2846947,2022-12-27,748500,11,20,524,591402
2846950,2022-12-27,400,33.68,30,668,32556
2846950,2022-12-27,1125900,54.58,1,668,32556
2846950,2022-12-27,1127900,66.45,10,668,32556
2846957,2022-12-27,2220500,459.8,3,590,4171
2846960,2022-12-27,643200,56,1,643,818341
2846970,2022-12-27,1399500,133.05,2,549,663439
2846982,2022-12-27,2961200,41.8,1,528,281118
2846982,2022-12-27,2969900,40.6,1,528,281118
2846984,2022-12-27,143902,5.67,1,643,809415
2846990,2022-12-27,400,35,20,563,778573
2846990,2022-12-27,2963000,11.3,1,563,778573
2846993,2022-12-27,2303000,8.16,2,643,55653
2847001,2022-12-27,2367200,22.9,3,563,197723
2847001,2022-12-27,2740000,54.1,2,563,197723
2847003,2022-12-27,2995800,74,6,529,761017
2847017,2022-12-27,447400,32.5,100,441,731668
2847017,2022-12-27,464100,50,200,441,731668
2847017,2022-12-27,608200,105,300,441,731668
2847020,2022-12-27,2026102,33.6,3,498,751631
2847501,2022-12-27,2719100,198,3,643,716471
2847500,2022-12-27,267500,120,6,549,260676
2847485,2022-12-27,146600,22.5,2,632,342083
2847481,2022-12-27,2961200,62.7,2,549,410726
2847470,2022-12-27,2681800,84,2,608,121011
2847469,2022-12-27,2681800,54.1,4,537,242390
2847467,2022-12-27,275700,4.24,8,643,326138
2847438,2022-12-27,2719000,594,1,607,190972
2847435,2022-12-27,2963100,0.03,9,529,161526
2847435,2022-12-27,375700,0,2,529,161526
2847433,2022-12-27,1048700,334,1,563,778212
2847412,2022-12-27,375700,54,3,559,796002
2847410,2022-12-27,2971600,63,3,640,671238
2847398,2022-12-27,1412600,32,2,643,692495
2847387,2022-12-27,2526200,599.7,2,640,87640
2847383,2022-12-27,2963200,16.4,1,549,341769
2847380,2022-12-27,2710300,139.8,1,543,761029
2847376,2022-12-27,1484500,379.8,12,632,1240
2847376,2022-12-27,255400,50.1,1,632,1240
2847362,2022-12-27,2710300,69.9,2,524,431402
2847362,2022-12-27,2200500,40.2,2,524,431402
2847349,2022-12-27,2236900,793,2,543,174585
2847348,2022-12-27,2719300,115.5,3,639,715529
2847345,2022-12-27,2963100,10.9,2,643,8464
2847341,2022-12-27,146600,7.5,3,590,246041
2847335,2022-12-27,464100,10.2,34,564,74558
2847335,2022-12-27,396400,15,40,564,74558
2847324,2022-12-27,1001100,3.5,3,640,794797
2847315,2022-12-27,965900,3.1,1,473,422972
2847315,2022-12-27,560200,1.1,2,473,422972
2847304,2022-12-27,2969900,45.4,2,473,818398
2847304,2022-12-27,2961200,69.9,3,473,818398
2847304,2022-12-27,2681800,11,3,473,818398
2847304,2022-12-27,447400,5.5,10,473,818398
2847296,2022-12-27,1126800,96.62,2,529,9713
2847296,2022-12-27,569100,106.17,2,529,9713
2847289,2022-12-27,143902,17.5,15,608,780144
2847275,2022-12-27,1929900,95.8,4,608,244134
2847275,2022-12-27,560200,60,50,608,244134
2847270,2022-12-27,2681800,11,3,521,68225
2847270,2022-12-27,267500,78,3,521,68225
2847267,2022-12-27,1054000,249.96,3,643,769005
2847266,2022-12-27,1197300,0.01,1,607,634649
2847257,2022-12-27,1399500,133.05,2,140,818394
2847255,2022-12-27,1053900,234,3,441,809521
2847252,2022-12-27,2303000,6.4,2,529,758636
2847252,2022-12-27,1399500,88.7,2,529,758636
2847249,2022-12-27,1550500,29.6,2,585,625557
2847247,2022-12-27,2995801,18.5,2,528,818393
2847247,2022-12-27,2995800,18.5,1,528,818393
2847246,2022-12-27,2963000,16.95,3,529,127403
2847246,2022-12-27,648800,30.95,3,529,127403
2847246,2022-12-27,447400,55,200,529,127403
2847246,2022-12-27,396400,60,200,529,127403
2847241,2022-12-27,2961200,11.33,1,286,158771
2847236,2022-12-27,2961200,106.8,2,585,10971
2847228,2022-12-27,2434321,1023,2,632,679240
2847227,2022-12-27,2220500,459.8,3,441,818385
2847217,2022-12-27,1918400,68.2,3,563,615911
2847216,2022-12-27,313100,106.5,2,524,190698
2847214,2022-12-27,2821200,107.9,2,643,818383
2847200,2022-12-27,3005500,23.2,1,537,341769
2847193,2022-12-27,2963100,11.88,1,643,673941
2847193,2022-12-27,1502400,106.41,4,643,673941
2847191,2022-12-27,2849700,76.5,1,639,213308
2847185,2022-12-27,2978001,92,8,563,782837
2847180,2022-12-27,424300,358,20,498,132720
2847179,2022-12-27,1399500,177,8,640,341801
2847167,2022-12-27,2850200,147,3,473,818373
2847162,2022-12-27,1531100,59.2,4,498,581058
2847142,2022-12-27,143902,35,10,543,442604
2847134,2022-12-27,2968703,63.38,3,643,11062
2847133,2022-12-27,2963200,32.8,6,640,685126
2847133,2022-12-27,1399600,54.45,2,640,685126
2847132,2022-12-27,2963100,14.5,1,521,68267
2847113,2022-12-27,1399500,532.2,8,640,585529
2847113,2022-12-27,1399500,-532.2,-12,640,585529
2847109,2022-12-27,1669700,386.56,3,608,57891
2847105,2022-12-27,2995604,123.12,6,473,10975
2847103,2022-12-27,2710300,69.9,2,498,566730
2847103,2022-12-27,2200500,40.2,3,498,566730
2847098,2022-12-27,2828000,30.1,3,640,818366
2847098,2022-12-27,2488400,739.9,2,640,818366
2847091,2022-12-27,2971700,111.6,6,624,818361
2847083,2022-12-27,1125900,61.6,2,473,239418
2847083,2022-12-27,723000,15.25,2,473,239418
2847081,2022-12-27,2978001,23,2,563,148386
2847081,2022-12-27,2740000,588,4,563,148386
2847078,2022-12-27,2963100,43.5,2,521,727753
2847073,2022-12-27,2013700,284.7,3,546,818360
2847058,2022-12-27,401800,48,1,585,53264
2847053,2022-12-27,2317900,36.8,3,668,200777
2847053,2022-12-27,2317700,18.4,1,668,200777
2847051,2022-12-27,2968703,170.7,3,607,818359
2847040,2022-12-27,705400,20.84,3,668,583318
2847040,2022-12-27,400,31.74,30,668,583318
2847036,2022-12-27,1399500,44.35,1,498,226941
2847035,2022-12-27,401800,72,2,529,209620
2847031,2022-12-27,2132400,7.74,2,668,817375
2847031,2022-12-27,511100,6.36,1,668,817375
2847027,2022-12-27,401800,72,1,640,818350
2845317,2022-12-27,2858800,-360,-1,529,96891
2845240,2022-12-27,2963000,39.9,6,624,817791
2845240,2022-12-27,2306100,35.1,30,624,817791
2845240,2022-12-27,1918400,154.8,12,624,817791
2845240,2022-12-27,1894400,149.7,2,624,817791
2845240,2022-12-27,608200,105,200,624,817791
2845240,2022-12-27,589800,12.8,2,624,817791
2845240,2022-12-27,560200,240,400,624,817791
2845240,2022-12-27,534600,216,6,624,817791
2845240,2022-12-27,464100,25,200,624,817791
2845240,2022-12-27,420900,90,200,624,817791
2845240,2022-12-27,396400,180,600,624,817791
2846367,2022-12-26,1125900,61.6,3,498,178771
2846459,2022-12-26,2388200,685.2,1,549,65776
2846458,2022-12-26,2526200,180,3,521,46385
2846458,2022-12-26,2132400,15,3,521,46385
2846457,2022-12-26,608200,42,80,668,783093
2846239,2022-12-26,401800,24,1,503,390445
2846238,2022-12-26,1176400,98.7,1,643,786793
2846236,2022-12-26,2526200,199.9,1,563,255955
2846236,2022-12-26,2070000,255,1,563,255955
2846227,2022-12-26,143902,3.5,2,644,752215
2846214,2022-12-26,2858800,711.48,3,392,816381
2846190,2022-12-26,356000,38,4,624,690325
2846189,2022-12-26,2740000,486.9,9,643,194526
2846188,2022-12-26,3005400,49.2,3,420,80420
2846188,2022-12-26,2941900,861,1,420,80420
2846186,2022-12-26,2969900,81.2,6,559,580173
2846173,2022-12-26,2968703,56.9,2,643,105751
2846152,2022-12-26,2740000,2.64,2,392,817546
2846147,2022-12-26,2337600,14,2,640,818185
2846135,2022-12-26,2681800,11,3,585,161229
2846135,2022-12-26,748500,1.1,2,585,161229
2846124,2022-12-26,560200,4.8,4,668,339072
2846114,2022-12-26,2961200,26.7,1,639,816551
2846112,2022-12-26,3005500,23.2,3,640,76905
2846109,2022-12-26,2961200,41.8,1,524,774367
2846109,2022-12-26,396400,7.5,20,524,774367
2846109,2022-12-26,293000,6,10,524,774367
2846105,2022-12-26,1669700,0.01,6,607,85483
2846104,2022-12-26,2566000,192,6,546,670431
2846104,2022-12-26,2070000,243,1,546,670431
2846096,2022-12-26,2978001,34.5,2,640,205608
2846096,2022-12-26,2961200,69.9,1,640,205608
2846096,2022-12-26,2911200,17.7,2,640,205608
2846096,2022-12-26,1918400,102.3,3,640,205608
2846094,2022-12-26,2226300,32.5,1,624,378451
2846093,2022-12-26,748500,16.5,15,543,248062
2846093,2022-12-26,745500,31.5,15,543,248062
2846093,2022-12-26,447400,16.5,30,543,248062
2846082,2022-12-26,802500,38.6,1,521,29979
2846082,2022-12-26,745500,21,30,521,29979
2846082,2022-12-26,293000,2.5,10,521,29979
2846079,2022-12-26,447400,5.5,10,643,10517
2846079,2022-12-26,293000,5,40,643,10517
2846079,2022-12-26,275800,14,40,643,10517
2846076,2022-12-26,2563110,158,2,559,818175
2846065,2022-12-26,2433906,596.4,2,537,33641
2846051,2022-12-26,2911200,44.7,3,286,8893
2846604,2022-12-26,648800,65.72,2,607,31727
2846050,2022-12-26,608200,3.5,10,392,676161
2846047,2022-12-26,810100,148.6,3,643,57288
2846020,2022-12-26,560800,908,1,543,818167
2846019,2022-12-26,255100,10.45,3,529,775758
2846620,2022-12-26,1582300,299.4,6,529,804534
2846616,2022-12-26,2968701,91.3,1,668,643207
2846610,2022-12-26,386700,182.5,2,521,236221
2846608,2022-12-26,2434301,1075.8,2,537,122324
2846608,2022-12-26,1399600,54.45,3,537,122324
2846604,2022-12-26,2740000,103.5,1,607,31727
2846604,2022-12-26,2226800,66.58,2,607,31727
2846598,2022-12-26,745500,119.94,100,564,48583
2846598,2022-12-26,293000,24.99,100,564,48583
2846589,2022-12-26,2963100,29,1,529,129278
2846589,2022-12-26,1212900,132,1,529,129278
2846583,2022-12-26,1000900,149.6,2,639,336713
2846575,2022-12-26,2830502,4383.3,3,624,698258
2846571,2022-12-26,965900,3.93,2,564,341769
2846558,2022-12-26,1127900,19.12,12,503,341769
2846547,2022-12-26,401800,22.8,1,529,186289
2846524,2022-12-26,643200,276,12,644,818259
2846505,2022-12-26,802500,514.2,4,668,155312
2846496,2022-12-26,745500,1.05,2,563,213406
2846496,2022-12-26,745300,6.8,2,563,213406
2846490,2022-12-26,2740000,150,1,524,818253
2846490,2022-12-26,2710300,198,1,524,818253
2846482,2022-12-26,2070000,255,3,643,49556
2846482,2022-12-26,1125900,123.2,2,643,49556
2846480,2022-12-26,461500,120.75,15,668,14590
2846457,2022-12-26,447400,13,60,668,783093
2846454,2022-12-26,2995800,37,2,644,805748
2846454,2022-12-26,2681800,33,1,644,805748
2846454,2022-12-26,965900,6.2,1,644,805748
2846454,2022-12-26,748500,5.5,20,644,805748
2846454,2022-12-26,560200,9.9,3,644,805748
2846454,2022-12-26,420900,12,30,644,805748
2846444,2022-12-26,2358600,111.9,3,668,68368
2846441,2022-12-26,2821200,50,2,564,341769
2843835,2022-12-26,2143200,-596.4,-1,420,223543
2846438,2022-12-26,1412700,9,3,559,750199
2843675,2022-12-26,2359415,-377.72,-2,528,817766
2843465,2022-12-26,2973100,-143.1,-1,521,294003
2843206,2022-12-26,1069100,300,10,498,129442
2843206,2022-12-26,1069000,450,20,498,129442
2843023,2022-12-26,2968703,-113.8,-1,643,649589
2846438,2022-12-26,1412600,13,3,559,750199
2840491,2022-12-26,2434121,-806.1,-3,643,239298
2846437,2022-12-26,2915500,23,2,585,643577
2846429,2022-12-26,2358500,223.8,4,529,174076
2846429,2022-12-26,643200,56,4,529,174076
2846428,2022-12-26,560200,3.6,3,585,11035
2846426,2022-12-26,2733001,342,3,521,614327
2846416,2022-12-26,1069100,32,4,640,791898
2846416,2022-12-26,1069000,48,2,640,791898
2846413,2022-12-26,396200,5.25,42,529,78292
2846412,2022-12-26,560200,4.8,8,644,818230
2846412,2022-12-26,255100,99,9,644,818230
2846410,2022-12-26,1531100,14.8,2,590,770824
2846409,2022-12-26,511100,122.7,4,563,17386
2846401,2022-12-26,1054000,316,6,528,670853
2846397,2022-12-26,275700,19.08,36,643,234034
2846394,2022-12-26,386600,520.5,3,521,58570
2846388,2022-12-26,1360900,28,2,668,162388
2846386,2022-12-26,2969900,52,2,644,578838
2846382,2022-12-26,2968703,113.8,3,521,158254
2846374,2022-12-26,2995601,111.9,1,608,424897
2846369,2022-12-26,267500,156,2,545,695960
2846367,2022-12-26,1176400,394.8,2,498,178771
2846459,2022-12-26,2434335,1075.8,2,549,65776
2846365,2022-12-26,2370501,31.8,1,549,581923
2846357,2022-12-26,2963100,14.5,2,529,741999
2846356,2022-12-26,3005500,11.6,3,643,727527
2846353,2022-12-26,2968702,62.1,3,549,9327
2846349,2022-12-26,2963100,32.7,1,528,102004
2846349,2022-12-26,1212900,33,3,528,102004
2846348,2022-12-26,2200500,40.2,1,392,118482
2846347,2022-12-26,2303000,32.64,4,639,78946
2846344,2022-12-26,1412700,54,3,420,138904
2846344,2022-12-26,748500,33,90,420,138904
2846342,2022-12-26,2911200,53.1,1,640,656504
2846342,2022-12-26,1550400,88.8,1,640,656504
2846342,2022-12-26,1032300,70.7,4,640,656504
2846599,2022-12-26,356000,533.1,60,607,31727
2846338,2022-12-26,2434123,734.1,2,643,239298
2846334,2022-12-26,2849700,25.5,1,585,12376
2846332,2022-12-26,1067000,200.57,3,529,109918
2846315,2022-12-26,692300,1317,2,590,818207
2846297,2022-12-26,356000,594,30,392,184732
2846291,2022-12-26,2961200,53.4,3,668,37246
2846291,2022-12-26,1360900,14,1,668,37246
2846290,2022-12-26,569100,241.8,6,624,569456
2846288,2022-12-26,2367100,37.06,3,644,143626
2846285,2022-12-26,255900,110.85,1,546,727867
2846257,2022-12-26,2995800,22,1,643,743185
2846257,2022-12-26,745300,6,3,643,743185
2846257,2022-12-26,275700,47.7,15,643,743185
2846246,2022-12-26,1669700,128.88,2,549,820034
2845721,2022-12-24,2200500,13.4,3,528,768778
2845603,2022-12-24,1531100,56.24,2,668,646669
2845592,2022-12-24,1032300,318.15,6,441,13609
2845586,2022-12-24,2710300,209.7,1,524,818093
2845604,2022-12-24,1067000,382.9,9,559,594692
2845891,2022-12-24,2359415,377.72,3,521,65633
2845586,2022-12-24,2236900,1499.4,3,524,818093
2845585,2022-12-24,375700,116.1,6,607,341801
2845582,2022-12-24,1054000,176,2,640,818096
2845882,2022-12-24,2963100,87,2,529,280312
2845881,2022-12-24,2681800,11,2,643,561382
2845685,2022-12-24,2992300,97,2,639,817456
2845878,2022-12-24,2963100,43.5,1,608,207520
2845874,2022-12-24,2563105,333,3,549,33089
2845873,2022-12-24,2563109,499.5,3,590,93715
2845872,2022-12-24,802500,77.2,1,643,561382
2845865,2022-12-24,2242700,220,2,537,341769
2845864,2022-12-24,2541600,190,1,559,763680
2845709,2022-12-24,589800,19.2,2,392,138595
2845830,2022-12-24,2036600,130.9,33,608,651977
2845830,2022-12-24,492300,93.15,6,608,651977
2845828,2022-12-24,2971600,42,2,643,95296
2845817,2022-12-24,2710300,139.8,2,420,818124
2845804,2022-12-24,424300,178.2,9,524,676161
2845798,2022-12-24,2143700,397.6,3,644,100506
2845795,2022-12-24,2733002,360,1,392,818121
2845782,2022-12-24,2563101,333,1,590,341769
2845781,2022-12-24,748500,9.75,30,643,560531
2845652,2022-12-24,1067000,210,3,524,737327
2845662,2022-12-24,2972800,154.34,1,644,701461
2845666,2022-12-24,2941900,861,3,528,198546
2845682,2022-12-24,1407400,60,2,528,676161
2845685,2022-12-24,1127900,125,50,639,817456
2845685,2022-12-24,2799900,382.4,6,639,817456
2845461,2022-12-24,2963200,73.8,9,563,225978
2845410,2022-12-24,2200500,12.3,6,321,365352
2845410,2022-12-24,2961200,22.66,1,321,365352
2845652,2022-12-24,560200,5.78,15,524,737327
2845648,2022-12-24,2552600,341.2,1,392,818102
2845645,2022-12-24,2828000,33.4,3,559,401322
2845645,2022-12-24,2710300,139.8,3,559,401322
2845781,2022-12-24,420900,13.5,15,643,560531
2845645,2022-12-24,2200500,26.8,1,559,401322
2845633,2022-12-24,1067000,218.1,3,546,818101
2845632,2022-12-24,774900,194,2,643,563479
2845621,2022-12-24,2963000,6.65,1,668,652016
2845621,2022-12-24,464100,15,60,668,652016
2845621,2022-12-24,275700,21.2,10,668,652016
2845618,2022-12-24,2719200,133,1,524,817364
2845766,2022-12-24,1048700,477,3,521,727527
2845754,2022-12-24,1918400,28.65,1,608,68560
2845749,2022-12-24,723000,30.5,6,644,766629
2845741,2022-12-24,1125900,48.7,1,473,35291
2845737,2022-12-24,424300,1188,40,640,137663
2845731,2022-12-24,1126000,107.4,6,420,793504
2845724,2022-12-24,2710300,209.7,3,668,782978
2845721,2022-12-24,2710300,209.7,3,528,768778
2845578,2022-12-24,2226900,52.4,1,392,818095
2845572,2022-12-24,2036100,50.6,4,498,818091
2845571,2022-12-24,723000,29.4,3,503,167738
2845571,2022-12-24,560200,26.4,8,503,167738
2845571,2022-12-24,375700,33.7,1,503,167738
2845571,2022-12-24,143902,13.2,16,503,167738
2845410,2022-12-24,2681800,9.3,2,321,365352
2845979,2022-12-24,401800,24,1,549,39374
2845968,2022-12-24,1176400,294,2,537,59941
2845963,2022-12-24,2434123,537.4,3,524,336068
2845958,2022-12-24,2719400,388,1,521,108782
2845942,2022-12-24,944400,522,3,537,617850
2845935,2022-12-24,3016100,379.5,2,668,198724
2845604,2022-12-24,356000,101.35,18,559,594692
2845915,2022-12-24,1176400,187,4,632,800643
2844636,2022-12-23,2995801,55.5,1,559,304745
2844369,2022-12-23,2995604,36.8,4,524,281497
2845544,2022-12-23,2681800,11,1,549,6122
2845544,2022-12-23,1032300,35.35,2,549,6122
2845544,2022-12-23,802500,38.6,3,549,6122
2845537,2022-12-23,2710300,209.7,2,321,116154
2845537,2022-12-23,2200500,26.8,3,321,116154
2845529,2022-12-23,2013700,99.9,2,521,637036
2845527,2022-12-23,1054000,250.8,3,668,818081
2845520,2022-12-23,2719100,188.1,3,632,723418
2845518,2022-12-23,2192700,188.1,1,644,818079
2845500,2022-12-23,3016100,120,3,624,413095
2845493,2022-12-23,2799900,172.2,3,528,436402
2845481,2022-12-23,2550100,382.5,3,549,818075
2845472,2022-12-23,464100,7.5,10,563,832538
2845472,2022-12-23,447400,19.5,20,563,832538
2845472,2022-12-23,293000,2.5,30,563,832538
2845468,2022-12-23,3005400,60,2,528,818069
2845464,2022-12-23,2691900,156,2,624,217555
2845437,2022-12-23,2963100,14.5,2,563,341769
2845423,2022-12-23,2963100,29,3,524,761915
2845416,2022-12-23,2710300,209.7,3,521,313783
2845416,2022-12-23,2200500,26.8,3,521,313783
2845406,2022-12-23,539700,10.7,2,632,795012
2845405,2022-12-23,1176400,197.4,2,543,793963
2845390,2022-12-23,1399500,379.17,6,644,349299
2845358,2022-12-23,1067000,218.1,2,528,238369
2845343,2022-12-23,2220500,242,3,420,817941
2845338,2022-12-23,2035900,303.6,10,624,816579
2845317,2022-12-23,2858800,360,3,529,96891
2845313,2022-12-23,2200500,13.4,2,639,14844
2845309,2022-12-23,375700,69,8,549,58439
2845305,2022-12-23,1197300,34.2,3,564,818040
2845294,2022-12-23,2358600,41.62,2,549,809159
2845285,2022-12-23,2337600,42,3,608,818038
2845276,2022-12-23,2821100,66.9,3,585,200511
2845262,2022-12-23,1127900,46.56,30,524,817380
2845256,2022-12-23,2961200,78,1,524,817380
2843800,2022-12-23,1334800,-558,-2,549,817789
2841207,2022-12-23,2973600,-1123.8,-1,441,773290
2845235,2022-12-23,2388200,492,3,639,149972
2845229,2022-12-23,2461103,636,1,559,296851
2845223,2022-12-23,648800,61.9,2,668,9412
2845223,2022-12-23,447400,15,10,668,9412
2845223,2022-12-23,420900,14,20,668,9412
2845219,2022-12-23,1360900,28,2,420,267121
2845216,2022-12-23,2961200,26.7,1,640,814323
2845215,2022-12-23,705400,24.95,2,608,677247
2845212,2022-12-23,877300,170.5,2,524,126425
2845210,2022-12-23,255400,33.4,2,632,140220
2845193,2022-12-23,2388200,738,2,392,818024
2845182,2022-12-23,2388200,738,2,643,818019
2845179,2022-12-23,2897100,57.9,1,321,296268
2845178,2022-12-23,2969900,24.7,3,529,114713
2845168,2022-12-23,2978001,33.48,2,632,817599
2845168,2022-12-23,1127900,19.4,12,632,817599
2845168,2022-12-23,255100,10.67,3,632,817599
2845157,2022-12-23,2143500,596.4,3,528,266082
2845156,2022-12-23,275700,31.8,30,644,768684
2845155,2022-12-23,2242600,667.5,3,392,818016
2845148,2022-12-23,2969900,78,1,537,772451
2845146,2022-12-23,1428400,680,2,590,2015
2845139,2022-12-23,648800,103.05,2,643,160570
2845134,2022-12-23,1750600,128.4,3,529,651114
2845121,2022-12-23,2367100,45.8,1,668,87230
2845121,2022-12-23,420900,18,20,668,87230
2845102,2022-12-23,275700,31.2,120,521,26681
2845090,2022-12-23,1067000,1242,12,632,24165
2845087,2022-12-23,2902500,8.49,1,122,6457
2845083,2022-12-23,2858700,529.24,3,529,321267
2845072,2022-12-23,2292900,87.5,1,639,19056
2845069,2022-12-23,2821101,64,3,559,70430
2845062,2022-12-23,267500,57.46,2,563,229110
2845055,2022-12-23,380700,93.2,6,639,81883
